Id,Street,Alley,LandContour,Utilities,HouseStyle,YearBuilt,Heating,CentralAir,GarageType,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
229,Pave,,Lvl,AllPub,1Story,1967,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,125000
230,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,143,20,0,0,0,0,192500
231,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,0,0,120,0,0,0,148000
232,Pave,,Lvl,AllPub,2Story,1995,GasA,Y,Attchd,TA,TA,Y,0,146,202,0,0,0,403000
233,Pave,,Lvl,AllPub,2Story,1972,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,94500
234,Pave,,Lvl,AllPub,1Story,1976,GasA,Y,Attchd,TA,TA,Y,365,0,0,0,0,0,128200
235,Pave,,Lvl,AllPub,2Story,2002,GasA,Y,BuiltIn,TA,TA,Y,288,48,0,0,0,0,216500
236,Pave,,Lvl,AllPub,2Story,1971,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,89500
237,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,132,105,0,0,0,0,185500
238,Pave,,Lvl,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,370,70,0,238,0,0,194500
239,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,168,228,0,0,0,0,318000
240,Pave,,Lvl,AllPub,1.5Fin,1945,GasA,Y,Detchd,TA,TA,Y,0,140,0,0,0,0,113000
241,Pave,,Lvl,AllPub,1Story,2008,GasA,Y,Attchd,TA,TA,Y,144,168,0,0,0,0,262500
242,Pave,,Lvl,AllPub,1Story,1945,GasA,Y,,,,Y,58,42,0,0,0,0,110500
243,Pave,,Lvl,AllPub,1.5Fin,1900,GasA,N,Attchd,Fa,TA,Y,0,0,77,0,0,0,79000
244,Pave,,Lvl,AllPub,2Story,1980,GasA,Y,Attchd,TA,TA,Y,0,28,0,0,0,0,120000
245,Pave,,Lvl,AllPub,2Story,1994,GasA,Y,Attchd,TA,TA,Y,0,130,0,0,0,0,205000
246,Pave,,Lvl,AllPub,1Story,1988,GasA,Y,Attchd,TA,TA,Y,197,39,0,0,0,0,241500
247,Pave,Grvl,Lvl,AllPub,2Story,1910,GasA,N,Detchd,Po,Po,Y,0,60,112,0,0,0,137000
248,Pave,,Lvl,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,Y,0,30,0,0,0,0,140000
249,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,Attchd,TA,TA,Y,144,68,0,0,0,0,180000
250,Pave,,Low,AllPub,1.5Fin,1958,GasA,Y,Attchd,TA,TA,Y,0,98,0,0,0,0,277000
251,Pave,,Lvl,AllPub,1Story,1940,GasA,Y,,,,Y,263,0,0,0,0,0,76500
252,Pave,,HLS,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,123,0,0,0,153,0,235000
253,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Attchd,TA,TA,Y,138,45,0,0,0,0,173000
254,Pave,,Lvl,AllPub,SLvl,1964,GasA,Y,Attchd,TA,TA,Y,333,0,0,0,0,0,158000
255,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,250,0,0,0,0,0,145000
256,Pave,,Lvl,AllPub,2Story,1999,GasA,Y,BuiltIn,TA,TA,Y,192,0,0,0,0,0,230000
257,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,Attchd,TA,TA,Y,216,56,0,0,0,0,207500
258,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,123,110,0,0,0,0,220000
259,Pave,,Lvl,AllPub,2Story,2001,GasA,Y,Attchd,TA,TA,Y,0,96,0,245,0,0,231500
260,Pave,,Lvl,AllPub,1Story,1956,GasA,Y,Detchd,TA,TA,Y,0,45,0,0,0,0,97000
261,Pave,,Lvl,AllPub,SLvl,1962,GasA,Y,Attchd,TA,TA,Y,0,0,252,0,0,0,176000
262,Pave,,Lvl,AllPub,2Story,2007,GasA,Y,BuiltIn,TA,TA,Y,0,148,0,0,0,0,276000
263,Pave,,Lvl,AllPub,SLvl,1977,GasA,Y,Attchd,TA,TA,Y,292,12,0,0,0,0,151000
264,Pave,,Lvl,AllPub,1.5Fin,1929,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,130000
265,Pave,Grvl,Bnk,AllPub,1Story,1925,GasA,N,Detchd,TA,TA,N,0,0,0,0,0,0,73000
266,Pave,,Lvl,AllPub,1Story,1981,GasA,Y,Attchd,TA,TA,Y,276,0,0,0,0,0,175500
267,Pave,,HLS,AllPub,2Story,1997,GasA,Y,Attchd,TA,TA,Y,95,75,0,0,0,0,185000
268,Pave,,Bnk,AllPub,2.5Fin,1939,GasA,Y,Detchd,TA,TA,Y,262,24,0,0,0,0,179500
269,Pave,,Lvl,AllPub,1Story,1940,GasA,Y,Detchd,Ex,Ex,Y,0,25,0,0,0,0,120500
270,Pave,,Lvl,AllPub,1Story,1976,GasA,Y,Attchd,TA,Gd,Y,370,30,0,0,0,0,148000
271,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,192,51,0,0,0,0,266000
272,Pave,,Low,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,Y,81,0,0,0,0,0,241500
273,Pave,,Lvl,AllPub,2Story,1999,GasA,Y,Attchd,TA,TA,Y,132,57,0,0,0,0,290000
274,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Attchd,TA,TA,Y,289,0,0,0,0,0,139000
275,Pave,,Lvl,AllPub,1Story,1982,GasA,Y,Attchd,TA,TA,Y,168,0,0,0,0,0,124500
276,Pave,,Lvl,AllPub,1.5Fin,1925,GasW,N,Detchd,TA,TA,Y,74,0,0,0,144,0,205000
277,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,100,150,0,0,0,0,201000
278,Pave,,Lvl,AllPub,1Story,1951,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,141000
279,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,124,98,0,0,142,0,415298
280,Pave,,Lvl,AllPub,2Story,1977,GasA,Y,Attchd,TA,TA,Y,288,117,0,0,0,0,192000
281,Pave,,Lvl,AllPub,2Story,1989,GasA,Y,Attchd,TA,TA,Y,0,84,0,196,0,0,228500
282,Pave,Pave,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,0,120,0,0,0,0,185000
283,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,172,62,0,0,0,0,207500
284,Pave,,Lvl,AllPub,1Story,2008,GasA,Y,Attchd,TA,TA,Y,210,150,0,0,0,0,244600
285,Pave,,Lvl,AllPub,1Story,1992,GasA,Y,Attchd,TA,TA,Y,0,0,52,0,0,0,179200
286,Pave,Pave,Lvl,AllPub,2Story,2006,GasA,Y,Detchd,TA,TA,Y,0,54,0,0,0,0,164700
287,Pave,,Bnk,AllPub,1.5Fin,1962,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,128,0,159000
288,Pave,,Lvl,AllPub,1Story,1971,GasA,Y,,,,Y,0,0,0,0,0,0,88000
289,Pave,,Lvl,AllPub,1Story,1967,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,122000
290,Pave,,Lvl,AllPub,2Story,1915,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,259,0,153575
291,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,Gd,TA,Y,0,51,0,0,0,0,233230
292,Pave,Grvl,Bnk,AllPub,2Story,1912,GasA,N,,,,N,0,184,0,0,0,0,135900
293,Pave,,Lvl,AllPub,1.5Fin,1949,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,160,0,131000
294,Pave,,Lvl,AllPub,2Story,1977,GasA,Y,Attchd,TA,TA,Y,0,250,0,0,0,0,235000
295,Pave,,Lvl,AllPub,1Story,1953,GasA,Y,Attchd,TA,TA,Y,110,0,0,0,0,0,167000
296,Pave,,Lvl,AllPub,SLvl,1984,GasA,Y,Detchd,TA,TA,Y,120,0,0,0,0,0,142500
297,Pave,,Lvl,AllPub,1.5Fin,1950,GasA,Y,Attchd,TA,TA,Y,289,0,0,0,0,0,152000
298,Pave,Pave,Lvl,AllPub,2Story,1997,GasA,Y,Detchd,TA,TA,Y,0,10,0,0,198,0,239000
299,Pave,,Lvl,AllPub,2Story,1968,GasA,Y,Attchd,TA,TA,Y,224,0,0,0,0,0,175000
300,Pave,,Lvl,AllPub,1Story,1950,GasA,Y,Attchd,TA,TA,Y,0,36,0,0,0,0,158500
301,Pave,,Lvl,AllPub,1Story,1953,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,157000
302,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,BuiltIn,TA,TA,Y,208,50,0,0,0,0,267000
303,Pave,,Lvl,AllPub,1Story,2001,GasA,Y,Attchd,TA,TA,Y,468,81,0,0,0,0,205000
304,Pave,,Lvl,AllPub,1Story,1972,GasA,Y,Attchd,TA,TA,Y,256,0,0,0,0,0,149900
305,Pave,,Lvl,AllPub,2.5Fin,1880,GasA,Y,Attchd,TA,TA,Y,302,0,0,0,0,0,295000
306,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,168,0,0,0,0,0,305900
307,Pave,,Lvl,AllPub,2Story,1990,GasA,Y,Attchd,TA,TA,Y,127,44,224,0,0,0,225000
308,Pave,Grvl,Lvl,AllPub,1.5Fin,1920,GasA,Y,,,,N,0,144,0,0,0,0,89500
309,Pave,,Lvl,AllPub,1Story,1940,GasA,Y,Detchd,TA,TA,Y,158,0,0,0,0,0,82500
310,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,208,175,0,0,0,0,360000
311,Pave,,Lvl,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,190,63,0,0,0,0,165600
312,Pave,,Lvl,AllPub,1Story,1948,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,132000
313,Pave,,Lvl,AllPub,1.5Fin,1939,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,271,0,119900
314,Pave,,Low,AllPub,1Story,1965,GasW,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,375000
315,Pave,Grvl,Lvl,AllPub,2Story,1925,GasA,Y,Detchd,Fa,TA,Y,0,0,234,0,0,0,178000
316,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Attchd,TA,TA,Y,100,51,0,0,0,0,188500
317,Pave,,Lvl,AllPub,2Story,1980,GasA,Y,Attchd,TA,TA,Y,288,195,0,0,0,0,260000
318,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,208,46,0,0,0,0,270000
319,Pave,,Low,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,340,60,144,0,0,0,260000
320,Pave,,Lvl,AllPub,SLvl,1980,GasA,Y,Attchd,TA,TA,Y,233,48,0,0,0,0,187500
321,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,240,154,0,0,0,0,342643
322,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,BuiltIn,TA,TA,Y,184,154,0,0,0,0,354000
323,Pave,,Lvl,AllPub,2Story,1986,GasA,Y,Attchd,TA,TA,Y,201,96,0,0,0,0,301000
324,Pave,,Lvl,AllPub,1Story,1955,GasA,Y,Attchd,Fa,TA,Y,142,98,0,0,0,0,126175
325,Pave,,Lvl,AllPub,SLvl,1967,GasA,Y,BuiltIn,TA,TA,Y,240,0,0,0,0,0,242000
326,Pave,,Lvl,AllPub,1.5Unf,1941,GasA,N,Detchd,TA,TA,Y,0,0,244,0,0,0,87000
327,Pave,,Lvl,AllPub,1Story,1993,GasA,Y,Attchd,TA,TA,Y,122,30,0,0,0,0,324000
328,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Attchd,TA,TA,Y,0,45,0,0,0,0,145250
329,Pave,Pave,Bnk,AllPub,2.5Unf,1916,GasA,N,Detchd,TA,TA,Y,0,60,268,0,0,0,214500
330,Pave,,Lvl,AllPub,2Story,1920,GasA,N,Detchd,Fa,Fa,N,0,0,137,0,0,0,78000
331,Pave,,Lvl,AllPub,1Story,1964,GasA,Y,Detchd,TA,TA,Y,155,0,0,0,0,0,119000
332,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,139000
333,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,284000
334,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,192,30,0,0,0,0,207000
335,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,100,38,0,0,0,0,192000
336,Grvl,,HLS,AllPub,1.5Fin,1965,GasA,Y,Attchd,TA,TA,Y,670,0,0,0,0,0,228950
337,Pave,,HLS,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,178,51,0,0,0,0,377426
338,Pave,,Lvl,AllPub,1Story,2002,GasA,Y,Attchd,TA,TA,Y,192,74,0,0,0,0,214000
339,Pave,,Lvl,AllPub,1Story,1984,GasA,Y,Attchd,TA,TA,Y,108,45,0,0,0,0,202500
340,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,234,0,155000
341,Pave,,Lvl,AllPub,2Story,2002,GasA,Y,Attchd,TA,TA,Y,135,0,0,0,0,0,202900
342,Pave,,Lvl,AllPub,1Story,1950,GasA,Y,CarPort,TA,TA,N,250,0,24,0,0,0,82000
343,Pave,,Lvl,AllPub,1Story,1949,Wall,N,Detchd,TA,TA,Y,0,0,0,0,0,0,87500
344,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,495,72,0,0,0,0,266000
345,Pave,,Lvl,AllPub,2Story,1976,GasA,Y,Attchd,TA,TA,Y,182,0,0,0,0,0,85000
346,Pave,,Lvl,AllPub,1.5Fin,1939,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,140200
347,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,151500
348,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Attchd,TA,TA,Y,0,40,0,0,0,0,157500
349,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,BuiltIn,TA,TA,Y,0,27,0,0,0,0,154000
350,Pave,,Lvl,AllPub,2Story,2005,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,437154
351,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,210,54,0,0,0,0,318061
352,Pave,,Low,AllPub,1Story,1986,GasA,Y,Attchd,TA,TA,Y,0,80,0,0,184,0,190000
353,Pave,,Lvl,AllPub,1.5Fin,1941,GasA,N,Detchd,TA,Fa,Y,48,0,0,0,0,0,95000
354,Pave,,Lvl,AllPub,1Story,1928,GasA,Y,Detchd,TA,TA,Y,106,0,0,0,0,0,105900
355,Pave,,Bnk,AllPub,1.5Fin,1940,GasA,Y,Attchd,TA,TA,Y,0,0,108,0,0,0,140000
356,Pave,,Lvl,AllPub,1Story,1995,GasA,Y,Attchd,TA,TA,Y,0,26,0,0,0,0,177500
357,Pave,,Lvl,AllPub,1Story,1992,GasA,Y,Attchd,TA,TA,Y,120,26,0,0,0,0,173000
358,Pave,,Lvl,AllPub,1Story,1976,GasA,Y,Attchd,TA,TA,Y,536,90,0,0,0,0,134000
359,Pave,,Lvl,AllPub,SLvl,1958,GasA,Y,BuiltIn,TA,TA,Y,168,0,294,0,0,0,130000
360,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,208,75,0,0,374,0,280000
361,Pave,,Lvl,AllPub,SFoyer,1978,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,192,0,156000
362,Pave,Pave,Lvl,AllPub,1.5Fin,1940,GasA,Y,Detchd,TA,TA,N,0,0,0,0,0,0,145000
363,Pave,,Lvl,AllPub,SFoyer,2003,GasA,Y,BuiltIn,TA,TA,Y,0,0,177,0,0,0,198500
364,Pave,,Lvl,AllPub,2Story,1972,GasA,Y,Detchd,TA,TA,Y,250,0,0,0,0,0,118000
365,Pave,,Lvl,AllPub,2Story,1976,GasA,Y,Attchd,TA,TA,Y,306,111,0,0,0,0,190000
366,Pave,,Lvl,AllPub,2Story,1920,GasA,Y,Detchd,TA,Fa,Y,0,128,218,0,0,0,147000
367,Pave,,Lvl,AllPub,1Story,1963,GasA,Y,Attchd,TA,TA,Y,0,76,0,0,185,0,159000
368,Pave,,Lvl,AllPub,SLvl,1962,GasA,Y,Basment,TA,TA,Y,64,110,0,0,0,0,165000
369,Pave,,Lvl,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,Y,0,98,0,0,0,0,132000
370,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Detchd,TA,TA,Y,364,17,0,0,182,0,162000
371,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,Attchd,TA,TA,Y,100,40,0,0,0,0,172400
372,Pave,,Lvl,AllPub,1.5Fin,1959,GasA,Y,Detchd,TA,TA,N,0,59,0,0,0,0,134432
373,Pave,,Lvl,AllPub,1Story,1984,GasA,Y,Attchd,TA,TA,Y,353,0,0,0,90,0,125000
374,Pave,,Lvl,AllPub,1Story,1953,GasA,Y,Attchd,TA,TA,Y,66,0,0,0,0,0,123000
375,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,BuiltIn,TA,TA,Y,100,48,0,0,0,0,219500
376,Pave,,Low,AllPub,1Story,1922,GasA,N,,,,Y,0,0,0,0,0,0,61000
377,Pave,,Lvl,AllPub,SFoyer,1996,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,148000
378,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Attchd,TA,TA,Y,159,214,0,0,0,0,340000
379,Pave,,Lvl,AllPub,1Story,2010,GasA,Y,Attchd,TA,TA,Y,113,0,0,0,0,0,394432
380,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,Attchd,TA,TA,Y,100,63,0,0,0,0,179000
381,Pave,Pave,Lvl,AllPub,1.5Fin,1924,GasA,Y,Detchd,TA,TA,Y,0,0,242,0,0,0,127000
382,Pave,Pave,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,216,121,0,0,0,0,187750
383,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,144,53,0,0,0,0,213500
384,Pave,,Lvl,AllPub,1.5Unf,1928,GasA,N,Detchd,Fa,Fa,N,0,0,91,0,0,0,76000
385,Pave,,Low,AllPub,2Story,1992,GasA,Y,Attchd,TA,TA,Y,216,231,0,0,0,0,240000
386,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,146,20,0,0,144,0,192000
387,Pave,,Lvl,AllPub,1.5Fin,1910,GasA,Y,,,,N,0,151,0,0,0,0,81000
388,Pave,,Lvl,AllPub,SLvl,1976,GasA,Y,Detchd,TA,TA,Y,296,0,0,0,0,0,125000
389,Pave,,Lvl,AllPub,1Story,1999,GasA,Y,Attchd,TA,TA,Y,120,25,0,0,0,0,191000
390,Pave,,Lvl,AllPub,2Story,2007,GasA,Y,BuiltIn,TA,TA,Y,196,134,0,0,0,0,426000
391,Pave,Grvl,Lvl,AllPub,1.5Fin,1900,GasA,Y,Detchd,TA,TA,Y,0,130,112,0,0,0,119000
392,Pave,,Lvl,AllPub,2Story,2001,GasA,Y,BuiltIn,TA,TA,Y,125,192,0,0,0,0,215000
393,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,106500
394,Pave,,Lvl,AllPub,1Story,1941,GasA,Y,,,,Y,0,0,0,0,0,0,100000
395,Pave,,Lvl,AllPub,1.5Fin,1940,GasA,Y,Detchd,TA,TA,Y,0,39,0,0,0,0,109000
396,Pave,,Lvl,AllPub,1Story,1956,GasA,Y,Attchd,TA,TA,Y,44,0,0,0,0,0,129000
397,Pave,,Low,AllPub,1Story,1972,GasA,Y,Detchd,TA,TA,Y,215,0,0,0,0,0,123000
398,Pave,,Lvl,AllPub,2Story,1962,GasA,Y,Attchd,TA,TA,Y,0,168,0,0,0,0,169500
399,Pave,,Lvl,AllPub,1Story,1920,GasA,Y,Detchd,Po,Po,N,0,0,0,0,0,0,67000
400,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,0,168,0,0,0,0,241000
401,Pave,,Lvl,AllPub,1Story,1996,GasA,Y,Attchd,TA,TA,Y,120,30,0,0,224,0,245500
402,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,164990
403,Pave,,Lvl,AllPub,1Story,1940,GasA,Y,Detchd,TA,TA,N,168,0,0,0,0,0,108000
404,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,BuiltIn,TA,TA,Y,144,123,0,0,0,0,258000
405,Pave,,Lvl,AllPub,2Story,1995,GasA,Y,BuiltIn,TA,TA,Y,0,40,0,0,0,0,168000
406,Pave,,Lvl,AllPub,1Story,1976,GasA,Y,Attchd,TA,TA,Y,120,78,0,0,0,0,150000
407,Pave,,Lvl,AllPub,1.5Fin,1936,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,115000
408,Pave,,Lvl,AllPub,2Story,1915,GasA,Y,Attchd,TA,TA,Y,0,0,160,0,0,0,177000
409,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,192,62,0,0,0,0,280000
410,Pave,,Lvl,AllPub,2Story,2007,GasA,Y,Attchd,TA,TA,Y,0,102,0,0,0,0,339750
411,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,60000
412,Pave,,Bnk,AllPub,1Story,1955,GasA,N,Attchd,TA,TA,Y,264,0,0,0,0,0,145000
413,Pave,,Lvl,AllPub,1Story,2009,GasA,Y,Attchd,TA,TA,Y,0,144,0,0,0,0,222000
414,Pave,Grvl,Lvl,AllPub,1Story,1927,GasA,Y,Detchd,TA,TA,Y,0,0,130,0,0,0,115000
415,Pave,,Lvl,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,196,187,0,0,0,0,228000
416,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,100,30,0,0,0,0,181134
417,Pave,,Lvl,AllPub,2Story,1978,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,149500
418,Pave,,Lvl,AllPub,2Story,1918,GasW,N,Detchd,TA,TA,N,0,0,0,0,0,0,239000
419,Pave,,Lvl,AllPub,1.5Fin,1940,GasA,N,Detchd,TA,TA,P,0,0,0,0,0,0,126000
420,Pave,,Lvl,AllPub,1Story,1968,GasA,Y,Attchd,TA,TA,Y,0,85,184,0,0,0,142000
421,Pave,,Lvl,AllPub,SFoyer,1997,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,206300
422,Pave,,Lvl,AllPub,1Story,1977,GasA,Y,Attchd,TA,TA,Y,240,0,0,0,0,0,215000
423,Pave,,HLS,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,N,0,0,0,0,0,0,113000
424,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,0,66,0,0,0,0,315000
425,Pave,,Lvl,AllPub,1Story,1956,GasA,Y,Attchd,TA,TA,Y,0,44,0,0,0,0,139000
426,Pave,Grvl,HLS,AllPub,2Story,1946,GasA,Y,Detchd,TA,TA,P,0,0,126,0,0,0,135000
427,Pave,,Low,AllPub,SLvl,1989,GasA,Y,Attchd,TA,TA,Y,80,0,0,0,396,0,275000
428,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,109008
429,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,105,54,0,0,0,0,195400
430,Pave,,Lvl,AllPub,1Story,1988,GasA,Y,Attchd,TA,TA,Y,0,0,169,0,0,0,175000
431,Pave,,Lvl,AllPub,2Story,1971,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,85400
432,Pave,,Bnk,AllPub,1.5Fin,1920,GasA,Y,,,,N,0,98,0,0,0,0,79900
433,Pave,,Lvl,AllPub,2Story,1971,GasA,Y,Detchd,TA,TA,Y,240,36,0,0,0,0,122500
434,Pave,,Lvl,AllPub,2Story,1997,GasA,Y,Attchd,TA,TA,Y,0,36,0,0,0,0,181000
435,Pave,,Lvl,AllPub,SFoyer,1972,GasA,Y,,,,Y,88,0,0,0,0,0,81000
436,Pave,,Lvl,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,158,61,0,0,0,0,212000
437,Pave,,Lvl,AllPub,1.5Fin,1920,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,116000
438,Pave,,Lvl,AllPub,1.5Unf,1926,GasA,Y,Detchd,TA,TA,Y,0,0,105,0,0,0,119000
439,Pave,,Lvl,AllPub,1Story,1913,GasA,N,Detchd,Gd,TA,P,0,0,34,0,0,0,90350
440,Pave,Grvl,Lvl,AllPub,1.5Fin,1920,GasA,Y,Detchd,TA,TA,Y,0,46,0,0,0,0,110000
441,Pave,,Lvl,AllPub,1Story,2008,GasA,Y,Attchd,TA,TA,Y,0,72,0,0,170,0,555000
442,Pave,,Lvl,AllPub,1Story,1955,GasA,N,,,,Y,0,0,0,0,0,0,118000
443,Pave,,Lvl,AllPub,1.5Fin,1930,GasA,Y,Detchd,TA,TA,P,0,0,0,0,0,0,162900
444,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,144,16,0,0,0,0,172500
445,Pave,,Lvl,AllPub,2Story,1994,GasA,Y,Attchd,TA,TA,Y,144,133,0,0,0,0,210000
446,Pave,,Lvl,AllPub,1Story,1956,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,127500
447,Pave,,Lvl,AllPub,1Story,1966,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,190000
448,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,89,0,0,0,0,0,199900
449,Pave,,Bnk,AllPub,1.5Fin,1937,GasA,Y,Detchd,TA,TA,N,0,0,0,0,0,0,119500
450,Pave,,Lvl,AllPub,1.5Fin,1948,GasA,Y,Detchd,TA,TA,Y,0,176,0,0,0,0,120000
451,Pave,,Lvl,AllPub,1Story,1930,GasA,Y,Detchd,Fa,Fa,N,0,113,0,0,0,0,110000
452,Pave,,Low,AllPub,1Story,1975,GasA,Y,Attchd,TA,TA,Y,200,54,0,0,0,0,280000
453,Pave,,Lvl,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,144,122,0,0,0,0,204000
454,Pave,,Lvl,AllPub,2Story,2008,GasA,Y,Attchd,TA,TA,Y,0,30,0,0,0,0,210000
455,Pave,,Lvl,AllPub,1Story,1976,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,188000
456,Pave,,Lvl,AllPub,1Story,1973,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,175500
457,Pave,Grvl,Lvl,AllPub,2Story,1916,GasA,N,Detchd,Fa,Fa,Y,0,0,96,0,0,0,98000
458,Pave,,Low,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,Y,224,137,0,0,0,0,256000
